,Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Price,Year,Types,City,Discount
1080,2018 Maruti Celerio ZXI,MANUAL,35557,Petrol,2nd Owner,TS-35-x-xxxx,9781,500299,2018,Maruti,Hyderabad,500299
1081,2020 Hyundai AURA S CRDI AMT,Manual,13602,Diesel,1st Owner,MH-46,16302,868099,2020,Hyundai,Mumbai,868099
1082,2014 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,40860,Petrol,2nd Owner,RJ-14,8415,445999,2014,Volkswagen,Jaipur,430435
1083,2016 Honda City VX (O) PETROL,MANUAL,72217,Petrol,1st Owner,KL-03,13808,706299,2016,Honda,Kochi,706299
1084,2014 Maruti Wagon R 1.0 LXI CNG,MANUAL,24802,Petrol + CNG,1st Owner,MH-04,8565,443699,2014,Maruti,Pune,438099
1085,2012 Honda City V MT PETROL,MANUAL,59732,Petrol,2nd Owner,KA-05-x-xxxx,10176,520499,2012,Honda,Bangalore,520499
1086,2021 Maruti Baleno DELTA 1.2 K12,MANUAL,42962,Petrol,1st Owner,MP-04,14139,735799,2021,Maruti,Indore,723199
1087,2014 Hyundai Eon ERA,MANUAL,40538,Petrol,3rd Owner,KL-38,4063,241799,2014,Hyundai,Kochi,207799
1088,2017 Renault Kwid RXT,MANUAL,80253,Petrol,2nd Owner,TS-30-x-xxxx,5992,306499,2017,Renault,Hyderabad,306499
1089,2021 Tata ALTROZ XT 1.2,Manual,13562,Petrol,1st Owner,DL-5C,13574,773599,2021,Tata,New Delhi,694299
1090,2020 Tata TIGOR XZ PLUS 1.2 REVOTRON,MANUAL,23271,Petrol,1st Owner,MH-29,13935,736499,2020,Tata,Mumbai,712799
1091,2017 Honda City VX CVT PETROL,AUTOMATIC,44987,Petrol,2nd Owner,WB-08,15061,770399,2017,Honda,Kolkata,770399
1092,2019 Hyundai NEW SANTRO 1.1 SPORTS MT CNG,Manual,36126,Petrol + CNG,1st Owner,AP-39-x-xxxx,9333,482399,2019,Hyundai,Hyderabad,477399
1093,2020 Maruti New  Wagon-R VXI 1.0,MANUAL,23364,Petrol,1st Owner,RJ-45,11316,578799,2020,Maruti,Jaipur,578799
1094,2019 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,59938,Petrol,1st Owner,TS-13-x-xxxx,10932,580799,2019,Volkswagen,Hyderabad,559199
1095,2015 Maruti Swift Dzire VXI 1.2 BS IV,MANUAL,56398,Petrol,1st Owner,WB-06,7237,400199,2015,Maruti,Kolkata,370199
1096,2016 Mahindra TUV300 T8,MANUAL,80348,Diesel,1st Owner,KL-63,11480,587199,2016,Mahindra,Kochi,587199
1097,2017 Mahindra XUV500 W6 4X2,MANUAL,60108,Diesel,2nd Owner,KA-03-x-xxxx,22925,1259499,2017,Mahindra,Bangalore,1220799
1098,2012 Hyundai Eon ERA PLUS,MANUAL,17077,Petrol,1st Owner,DL-12,3754,191999,2012,Hyundai,New Delhi,191999
1099,2013 Maruti Swift VDI,MANUAL,45308,Diesel,2nd Owner,MH-05,8168,433099,2013,Maruti,Mumbai,417799
1100,2020 Renault Kwid 1.0 CLIMBER OPT,MANUAL,19935,Petrol,1st Owner,GJ-01,9525,487199,2020,Renault,Ahmedabad,487199
1101,2021 Tata Harrier XT 2.0L Kryotec,MANUAL,30301,Diesel,1st Owner,GJ-23,27937,1690499,2021,Tata,Ahmedabad,1487699
1102,2017 Renault Kwid 1.0 RXT,MANUAL,62204,Petrol,1st Owner,MP-04,6626,338899,2017,Renault,Indore,338899
1103,2018 Honda Jazz 1.2 V AT,AUTOMATIC,61361,Petrol,1st Owner,TS-08-x-xxxx,12995,664699,2018,Honda,Hyderabad,664699
1104,2020 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,19339,Petrol,1st Owner,MH-47,19004,1095299,2020,Ford,Mumbai,1011999
1105,2014 Maruti Swift ZXI,MANUAL,59879,Petrol,1st Owner,TS-07-x-xxxx,9626,505699,2014,Maruti,Hyderabad,492399
1106,2013 Toyota Fortuner 3.0 AT 4X2,AUTOMATIC,155840,Diesel,1st Owner,UP-14-x-xxxx,22065,1174999,2013,Toyota,Lucknow,1174999
1107,2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,33033,Petrol,1st Owner,DL-12,29515,1794199,2020,MG,New Delhi,1571699
1108,2021 Hyundai AURA SX+ AT 1.2CRDI,AUTOMATIC,30436,Diesel,1st Owner,GJ-38,16529,929599,2021,Hyundai,Ahmedabad,880199
1109,2012 Maruti Swift ZXI,MANUAL,48307,Petrol + CNG,1st Owner,MH-04,8852,452799,2012,Maruti,Mumbai,452799
1110,2017 Mahindra XUV500 W10 FWD,MANUAL,53662,Diesel,1st Owner,TN-07-x-xxxx,24090,1493499,2017,Mahindra,Chennai,1282799
1111,2016 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,53696,Petrol,1st Owner,MH-12,14233,738999,2016,Ford,Pune,727999
1112,2021 MG HECTOR SHARP CVT,AUTOMATIC,7997,Petrol,1st Owner,DL-7C,34566,2050399,2021,MG,New Delhi,1840699
1113,2018 Maruti Celerio VXI CNG OPT,MANUAL,36700,Petrol + CNG,1st Owner,MH-05,10567,556299,2018,Maruti,Mumbai,540499
1114,2021 KIA SONET HTK+ 1.5 D AT,Manual,13917,Diesel,1st Owner,UP-78-x-xxxx,19881,1140999,2021,KIA,Lucknow,1058699
1115,2016 Hyundai Verna FLUIDIC 1.6 SX VTVT OPT,MANUAL,73506,Petrol,1st Owner,WB-06,9775,499999,2016,Hyundai,Kolkata,499999
1116,2021 Maruti New  Wagon-R VXI (O) 1.2L,MANUAL,5066,Petrol,1st Owner,KA-02-x-xxxx,12762,652799,2021,Maruti,Bangalore,652799
1117,2013 Maruti Alto 800 LXI,MANUAL,45364,Petrol,1st Owner,AP-15-x-xxxx,5062,263899,2013,Maruti,Hyderabad,258899
1118,2015 Honda Jazz 1.2 SV MT,MANUAL,66871,Petrol,2nd Owner,HR-26,9181,469599,2015,Honda,New Delhi,469599
1119,2013 Maruti Wagon R 1.0 LXI CNG,MANUAL,54677,Petrol + CNG,2nd Owner,TS-13-x-xxxx,6579,336499,2013,Maruti,Hyderabad,336499
1120,2019 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,43638,Diesel,1st Owner,KA-03-x-xxxx,18135,993899,2019,Ford,Bangalore,965699
1121,2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,44353,Diesel,1st Owner,DL-10,13885,729599,2017,Ford,New Delhi,710199
1122,2020 Tata NEXON XZ+ OPT PETROL,MANUAL,20693,Petrol,1st Owner,GJ-01,18679,999699,2020,Tata,Ahmedabad,994699
1123,2019 Tata TIAGO NRG PETROL AT,Manual,22889,Petrol,2nd Owner,RJ-45,12577,643299,2019,Tata,Jaipur,643299
1124,2020 Mahindra XUV 3OO W8 DIESEL AT,Manual,55113,Diesel,1st Owner,GJ-01,19975,1096899,2020,Mahindra,Ahmedabad,1063699
1125,2021 Maruti XL6 ZETA SHVS,MANUAL,17514,Petrol,1st Owner,UP-78-x-xxxx,17752,1045399,2021,Maruti,Lucknow,945299
1126,2013 Maruti Swift Dzire VDI,MANUAL,55244,Diesel,1st Owner,MH-04,10174,531399,2013,Maruti,Mumbai,520399
1127,2020 Volkswagen Polo HIGHLINE PLUS 1.0 TSI MT,Manual,23607,Petrol,1st Owner,TN-21-x-xxxx,17094,933599,2020,Volkswagen,Chennai,910299
1128,2019 Renault Duster RXS 85 PS,MANUAL,49101,Diesel,1st Owner,KA-25-x-xxxx,18430,1053099,2019,Renault,Bangalore,981399
1129,2021 Hyundai AURA S 1.2 Kappa MT,MANUAL,26468,Petrol,1st Owner,DL-7C,13083,669199,2021,Hyundai,New Delhi,669199
1130,2018 Renault Duster RXZ AMT 110 PS,AUTOMATIC,34176,Diesel,1st Owner,MH-12,18475,1081699,2018,Renault,Pune,983799
1131,2017 Hyundai Elite i20 SPORTZ 1.2,MANUAL,29532,Petrol,1st Owner,UP-32-x-xxxx,11267,595399,2017,Hyundai,Lucknow,576299
1132,2015 Honda Amaze 1.2 SMT I VTEC,MANUAL,34051,Petrol,1st Owner,KA-05-x-xxxx,10043,518699,2015,Honda,Bangalore,513699
1133,2017 Skoda Rapid 1.5 TDI MT AMBITION,MANUAL,83770,Diesel,2nd Owner,TS-07-x-xxxx,13781,759499,2017,Skoda,Hyderabad,704899
1134,2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,32463,Petrol,2nd Owner,HR-26,30931,1734199,2020,MG,New Delhi,1647099
1135,2021 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,45873,Petrol + CNG,2nd Owner,MH-04,12250,664099,2021,Maruti,Mumbai,626599
1136,2013 Maruti Wagon R 1.0 VXI,MANUAL,31943,Petrol,1st Owner,RJ-14,6184,316299,2013,Maruti,Jaipur,316299
1137,2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,20152,Petrol,2nd Owner,TN-07-x-xxxx,29312,1652999,2020,KIA,Chennai,1560899
1138,2017 Honda Brio 1.2 S MT I VTEC,MANUAL,31260,Petrol,1st Owner,MH-04,9208,470999,2017,Honda,Pune,470999
1139,2015 Honda Amaze 1.2 SMT I VTEC,MANUAL,44068,Petrol,2nd Owner,TN-10-x-xxxx,9189,469999,2015,Honda,Chennai,469999
1140,2011 Toyota Etios Liva G,MANUAL,33530,Petrol,2nd Owner,KA-02-x-xxxx,7595,388499,2011,Toyota,Bangalore,388499
1141,2015 Hyundai Eon ERA PLUS,MANUAL,24642,Petrol,1st Owner,DL-8C,5685,298999,2015,Hyundai,New Delhi,290799
1142,2021 Hyundai AURA S CNG,MANUAL,8073,Petrol + CNG,1st Owner,MH-47,15624,850499,2021,Hyundai,Mumbai,799199
1143,2017 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,53165,Petrol,2nd Owner,MH-43,13161,716999,2017,Ford,Mumbai,673199
1144,2013 Hyundai i10 MAGNA 1.1 IRDE2,MANUAL,17001,Petrol,1st Owner,WB-02,5585,300599,2013,Hyundai,Kolkata,285699
1145,2021 Maruti Baleno ZETA 1.2 K12,MANUAL,25901,Petrol,1st Owner,UP-32-x-xxxx,15464,790999,2021,Maruti,Lucknow,790999
1146,2019 Renault Kwid RXL,MANUAL,12186,Petrol,1st Owner,GJ-27,7844,417199,2019,Renault,Ahmedabad,401199
1147,2018 Mahindra XUV500 W11 AT,AUTOMATIC,34983,Diesel,2nd Owner,MH-48,28193,1521199,2018,Mahindra,Pune,1501299
1148,2021 Tata Harrier XMA,AUTOMATIC,19148,Diesel,1st Owner,GJ-15,28920,1656199,2021,Tata,Ahmedabad,1539999
1149,2019 Maruti S Cross DELTA SHVS,MANUAL,21892,Diesel,1st Owner,TS-08-x-xxxx,19840,1056499,2019,Maruti,Hyderabad,1056499
1150,2018 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,97087,Petrol,1st Owner,HR-01,13865,747899,2018,Volkswagen,New Delhi,709199
1151,2016 Datsun Redi Go T (O),MANUAL,50514,Petrol,2nd Owner,KL-51,3875,232399,2016,Datsun,Kochi,198199
1152,2018 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,18719,Petrol,2nd Owner,MH-01,10238,547399,2018,Tata,Mumbai,523699
1153,2021 Honda Jazz 1.2 ZX MT,MANUAL,5681,Petrol,1st Owner,MH-12,17125,980899,2021,Honda,Pune,911899
1154,2020 Renault Kwid RXL,MANUAL,18418,Petrol,1st Owner,DL-12,7632,390399,2020,Renault,New Delhi,390399
1155,2020 Maruti Alto LXI,MANUAL,5955,Petrol,1st Owner,GJ-01,7879,407999,2020,Maruti,Ahmedabad,402999
1156,2018 Maruti Dzire VXI,MANUAL,27563,Petrol,1st Owner,WB-02,11834,640399,2018,Maruti,Kolkata,605299
1157,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,79560,Petrol + CNG,1st Owner,GJ-27,11918,609599,2019,Hyundai,Ahmedabad,609599
1158,2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,12760,Petrol,1st Owner,TN-07-x-xxxx,16233,864399,2018,Ford,Chennai,864399
1159,2020 Tata NEXON XZA+ (O) 1.5  RTQ,AUTOMATIC,30448,Diesel,1st Owner,DL-11,20865,1164699,2020,Tata,New Delhi,1111099
1160,2020 KIA SONET GTX PLUS DCT 1.0,Manual,16306,Petrol,2nd Owner,MH-01,23795,1334999,2020,KIA,Mumbai,1267099
1161,2013 Maruti Wagon R 1.0 LXI,MANUAL,75012,Petrol + CNG,1st Owner,DL-9C,4829,246999,2013,Maruti,New Delhi,246999
1162,2021 Maruti Alto LXI CNG,MANUAL,17920,Petrol + CNG,1st Owner,DL-3C,9189,507699,2021,Maruti,New Delhi,469999
1163,2021 MG HECTOR SHARP DCT PETROL,AUTOMATIC,3779,Petrol,1st Owner,"Valid upto Nov 2023
3rd Party",34835,1869999,2021,MG,Lucknow,1854999
1164,2021 Honda Amaze 1.2 VXMT I VTEC,MANUAL,13191,Petrol,2nd Owner,TN-07-x-xxxx,15710,836599,2021,Honda,Chennai,836599
1165,2015 Tata Nano XT TWIST,MANUAL,20699,Petrol,1st Owner,MH-12,2827,144599,2015,Tata,Pune,144599
1166,2012 Maruti Swift ZXI,MANUAL,47422,Petrol,1st Owner,KA-04-x-xxxx,9816,502099,2012,Maruti,Bangalore,502099
1167,2020 KIA SELTOS HTK PLUS 1.5 PETROL,MANUAL,23155,Petrol,1st Owner,KA-03-x-xxxx,23416,1297799,2020,KIA,Bangalore,1246949
1168,2021 Renault Kiger RXL EASY R 1.0 L,Manual,2819,Petrol,1st Owner,TN-13-x-xxxx,15489,824799,2021,Renault,Chennai,824799
1169,2022 Skoda SLAVIA STYLE 1.0 TSI AT,Manual,6098,Petrol,1st Owner,TN-01-x-xxxx,33941,1847399,2022,Skoda,Chennai,1807399
1170,2021 MG HECTOR SHARP HYBRID 1.5 DUAL TONE,Manual,15145,Petrol,1st Owner,GJ-27,28711,1679999,2021,MG,Ahmedabad,1528899
1171,2021 Maruti Alto LXI,MANUAL,3729,Petrol,1st Owner,MP-09,8004,430399,2021,Maruti,Indore,409399
1172,2018 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,16552,Petrol,2nd Owner,KA-04-x-xxxx,13720,701799,2018,Volkswagen,Bangalore,701799
1173,2016 Ford Ecosport 1.5 TREND+ TDCI,MANUAL,59584,Diesel,1st Owner,MH-47,12233,674499,2016,Ford,Pune,625699
1174,2022 Mahindra XUV 3OO 1.2 W6 AT,Manual,22158,Petrol,1st Owner,DL-1C,19971,1063499,2022,Mahindra,New Delhi,1063499
1175,2020 Hyundai Elite i20 1.2 MAGNA PLUS VTVT,MANUAL,19556,Petrol,2nd Owner,KL-53,11877,645699,2020,Hyundai,Kochi,607499
1176,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,24576,Petrol,2nd Owner,DL-12,10295,537599,2018,Hyundai,New Delhi,526599
1177,2018 Maruti Swift VXI,MANUAL,83770,Petrol,1st Owner,RJ-02,11675,597199,2018,Maruti,Jaipur,597199
1178,2020 KIA SONET GTX + 1.0 IMT,Manual,12985,Petrol,1st Owner,KA-04-x-xxxx,23284,1367199,2020,KIA,Bangalore,1239899
1179,2010 Maruti Wagon R 1.0 VXI,MANUAL,33383,Petrol,1st Owner,DL-3C,4538,232099,2010,Maruti,New Delhi,232099
1180,2010 Maruti Zen Estilo VXI,MANUAL,77522,Petrol,1st Owner,GJ-22,3408,174299,2010,Maruti,Indore,174299
1181,2021 Mahindra XUV 3OO W8 (O) DIESEL  AT,AUTOMATIC,29546,Diesel,1st Owner,MH-03,27667,1510799,2021,Mahindra,Mumbai,1473299
1182,2020 Maruti Swift LXI,MANUAL,12421,Petrol,1st Owner,DL-1C,11288,593399,2020,Maruti,New Delhi,577399
1183,2019 Hyundai NEW SANTRO 1.1 SPORTZ MT CNG,Manual,11844,Petrol + CNG,1st Owner,MH-14,11783,611899,2019,Hyundai,Pune,602699
1184,2019 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,41959,Petrol + CNG,1st Owner,TS-08-x-xxxx,8102,546499,2019,Maruti,Hyderabad,414399
1185,2013 Maruti Alto 800 LXI,MANUAL,79397,Petrol,1st Owner,KL-12,3732,225899,2013,Maruti,Kochi,190899
1186,2021 Nissan MAGNITE XL Turbo CVT,Manual,16276,Petrol,1st Owner,MH-05,15802,921999,2021,Nissan,Mumbai,841499
1187,2019 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,30038,Diesel,1st Owner,KA-51-x-xxxx,21138,1153399,2019,Ford,Bangalore,1125599
1188,2020 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,4270,Petrol,1st Owner,WB-26,9050,478499,2020,Hyundai,Kolkata,462899
1189,2020 KIA SELTOS HTK PLUS 1.5 DIESEL,MANUAL,19291,Diesel,1st Owner,MH-12,26016,1440799,2020,KIA,Pune,1385399
1190,2019 Tata Tiago XT 1.2 REVOTRON,MANUAL,29750,Petrol,1st Owner,MH-01,10436,533799,2019,Tata,Pune,533799
1191,2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,26892,Diesel,1st Owner,DL-10,13832,772899,2017,Ford,New Delhi,707499
1192,2015 Honda Amaze 1.2 SX MT I VTEC,MANUAL,50449,Petrol,1st Owner,TN-22-x-xxxx,10004,511699,2015,Honda,Chennai,511699
1193,2019 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,22922,Petrol,1st Owner,KA-03-x-xxxx,17750,969499,2019,Ford,Bangalore,945199
1194,2018 Tata NEXON XZA+ 1.5,AUTOMATIC,80038,Diesel,1st Owner,MH-12,15085,866299,2018,Tata,Pune,803299
1195,2019 Renault TRIBER 1.0 RXT,MANUAL,38761,Petrol,1st Owner,TN-11-x-xxxx,12059,624899,2019,Renault,Chennai,616799
1196,2019 Hyundai Creta 1.6 SX CRDI,MANUAL,43870,Diesel,2nd Owner,TS-07-x-xxxx,23205,1331399,2019,Hyundai,Hyderabad,1235699
1197,2018 Honda Amaze 1.5 V CVT I-DTEC,AUTOMATIC,70270,Diesel,2nd Owner,DL-10,12489,638799,2018,Honda,New Delhi,638799
1198,2021 MG HECTOR SHARP 2.0 DIESEL,MANUAL,8358,Diesel,1st Owner,GJ-03,34756,1991199,2021,MG,Ahmedabad,1850799
1199,2021 Tata Tiago XT 1.2 REVOTRON,MANUAL,2608,Petrol,1st Owner,DL-5C,11269,595499,2021,Tata,New Delhi,576399
1200,2019 Tata Tiago XZ+ 1.2 Revotron,MANUAL,14923,Petrol,1st Owner,TS-15-x-xxxx,11654,627399,2019,Tata,Hyderabad,596099
1201,2019 Ford New Figo 1.2 TITANIUM,MANUAL,25051,Petrol,2nd Owner,UP-32-x-xxxx,10039,513499,2019,Ford,Lucknow,513499
1202,2018 Hyundai Verna 1.6 CRDI SX + AT,AUTOMATIC,34073,Diesel,1st Owner,HR-26,20843,1154699,2018,Hyundai,New Delhi,1109899
1203,2021 Renault Kwid 1.0 RXL,MANUAL,8419,Petrol,1st Owner,MH-04,9583,498199,2021,Renault,Mumbai,490199
1204,2014 Honda Brio 1.2 S MT I VTEC,MANUAL,73873,Petrol,1st Owner,AP-11-x-xxxx,7451,386099,2014,Honda,Hyderabad,381099
1205,2013 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,59685,Diesel,2nd Owner,WB-02,8811,502599,2013,Ford,Kolkata,450699
1206,2019 Renault Kwid RXL,MANUAL,25040,Petrol,2nd Owner,HR-29,6772,360599,2019,Renault,New Delhi,346399
1207,2010 Chevrolet Beat LS PETROL,MANUAL,56964,Petrol,1st Owner,MH-02,2901,148399,2010,Chevrolet,Pune,148399
1208,2011 Toyota Etios Liva G,MANUAL,16211,Petrol,1st Owner,TN-07-x-xxxx,7163,366399,2011,Toyota,Chennai,366399
1209,2017 Renault Kwid CLIMBER 1.0 AT,AUTOMATIC,21212,Petrol,1st Owner,MP-04,8977,465699,2017,Renault,Indore,459199
1210,2011 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,62415,Petrol,1st Owner,TN-22-x-xxxx,6002,306999,2011,Maruti,Chennai,306999
1211,2019 Tata Harrier XZ 2.0L Kryotec,MANUAL,73794,Diesel,1st Owner,MP-04,28959,1562299,2019,Tata,Indore,1542099
1212,2019 Maruti Alto 800 LXI,MANUAL,79158,Petrol,1st Owner,TS-17-x-xxxx,5668,315299,2019,Maruti,Hyderabad,289899
1213,2016 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,86494,Diesel,2nd Owner,RJ-23,13759,708799,2016,Ford,Jaipur,703799
1214,2020 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,52061,Diesel,1st Owner,GJ-01,17183,990599,2020,Ford,Ahmedabad,914999
1215,2021 Mahindra MARAZZO M 6 + 8 STR,Manual,47115,Diesel,1st Owner,TS-16-x-xxxx,25444,1544599,2021,Mahindra,Hyderabad,1354899
1216,2019 Renault Kwid RXT 1.0 EASY-R AT OPTION,AUTOMATIC,37054,Petrol,1st Owner,MH-14,8590,504599,2019,Renault,Pune,439399
1217,2021 Hyundai Verna SX (O) DIESEL MT,MANUAL,14399,Diesel,1st Owner,TS-07-x-xxxx,27755,1538399,2021,Hyundai,Hyderabad,1477999
1218,2022 Maruti Dzire ZXI CNG,Manual,3774,Petrol + CNG,1st Owner,MH-01,17111,993399,2022,Maruti,Mumbai,911199
1219,2020 Hyundai Elite i20 1.2 SPORTS PLUS VTVT,MANUAL,60065,Petrol,1st Owner,UP-32-x-xxxx,13402,715199,2020,Hyundai,Lucknow,685499
1220,2021 Hyundai GRAND I10 NIOS ERA PETROL,MANUAL,2746,Petrol,1st Owner,UP-32-x-xxxx,11121,578599,2021,Hyundai,Lucknow,568849
1221,2020 Toyota YARIS J CVT,AUTOMATIC,9256,Petrol,2nd Owner,DL-3C,18264,1011699,2020,Toyota,New Delhi,972599
1222,2016 Hyundai Xcent S 1.2,MANUAL,51736,Petrol,1st Owner,MH-04,9568,489399,2016,Hyundai,Pune,489399
1223,2013 Maruti Wagon R 1.0 LXI,MANUAL,38604,Petrol,1st Owner,HR-26,5720,292599,2013,Maruti,New Delhi,292599
1224,2018 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,73226,Petrol,2nd Owner,TS-13-x-xxxx,9830,514999,2018,Tata,Hyderabad,502799
1225,2016 Maruti Alto 800 LXI CNG,MANUAL,32272,Petrol + CNG,1st Owner,DL-8C,6412,327999,2016,Maruti,New Delhi,327999
1226,2018 Maruti Swift VXI,MANUAL,94365,Petrol,1st Owner,UP-32-x-xxxx,10541,570599,2018,Maruti,Lucknow,539199
1227,2021 Skoda Rapid STYLE 1.0 AT,AUTOMATIC,7327,Petrol,1st Owner,MH-04,22050,1331199,2021,Skoda,Mumbai,1174199
1228,2013 Hyundai i20 ASTA 1.2,MANUAL,25985,Petrol,2nd Owner,MH-12,9337,490299,2013,Hyundai,Pune,477599
1229,2017 Volkswagen Polo HIGHLINE PLUS 1.2L PETROL,Manual,24138,Petrol,1st Owner,RJ-14,10909,557999,2017,Volkswagen,Jaipur,557999
1230,2014 Honda Brio 1.2 VX MT I VTEC,MANUAL,53417,Petrol,3rd Owner,MH-02,6444,346299,2014,Honda,Pune,329599
1231,2019 Maruti Swift VXI,MANUAL,17035,Petrol,1st Owner,WB-02,10956,606699,2019,Maruti,Kolkata,560399
1232,2017 Renault Kwid RXT,MANUAL,22641,Petrol,1st Owner,KL-16,5578,291199,2017,Renault,Kochi,285299
1233,2022 Renault TRIBER 1.0 RXZ,MANUAL,4648,Petrol,1st Owner,RJ-14,16069,867799,2022,Renault,Jaipur,855699
1234,2021 Datsun Redi Go T (O),MANUAL,2631,Petrol,1st Owner,GJ-06,8328,471999,2021,Datsun,Ahmedabad,425999
1235,2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,AUTOMATIC,72561,Petrol,1st Owner,AP-28-x-xxxx,7384,377699,2012,Hyundai,Hyderabad,377699
1236,2010 Maruti Ritz VXI,MANUAL,41714,Petrol,2nd Owner,KA-01-x-xxxx,6731,344299,2010,Maruti,Bangalore,344299
1237,2015 Honda Jazz 1.2 VX I-VTECH,MANUAL,36582,Petrol,2nd Owner,KA-04-x-xxxx,12352,631799,2015,Honda,Bangalore,631799
1238,2017 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,46534,Diesel,2nd Owner,TN-12-x-xxxx,12932,661499,2017,Ford,Chennai,661499
1239,2018 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,27071,Petrol,1st Owner,GJ-06,10274,545499,2018,Volkswagen,Ahmedabad,525499
1240,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,80112,Petrol,1st Owner,RJ-05,13435,687199,2019,Honda,Jaipur,687199
1241,2021 Skoda KUSHAQ STYLE 1.5 TSI MT,Manual,12598,Petrol,1st Owner,KA-05-x-xxxx,34784,1857599,2021,Skoda,Bangalore,1852299
1242,2017 Renault Duster RXZ 85 PS DIESEL,MANUAL,66765,Diesel,1st Owner,UP-32-x-xxxx,11365,581299,2017,Renault,Lucknow,581299
1243,2020 Tata Harrier XZ DARK EDITION,MANUAL,39140,Diesel,1st Owner,KL-36,36604,1949199,2020,Tata,Kochi,1949199
1244,2013 Hyundai i20 MAGNA O 1.2,MANUAL,69785,Petrol,1st Owner,WB-26,5445,278499,2013,Hyundai,Kolkata,278499
1245,2021 Tata NEXON XZ+ SUNROOF 1.2 RTN,MANUAL,6468,Petrol,1st Owner,WB-26,19620,1074599,2021,Tata,Kolkata,1044799
1246,2020 Renault TRIBER 1.0 RXT,MANUAL,21750,Petrol,1st Owner,TN-13-x-xxxx,11984,636899,2020,Renault,Chennai,612999
1247,2021 Toyota URBAN CRUISER PREMIUM MT,Manual,11352,Petrol,1st Owner,KA-17-x-xxxx,20668,1105599,2021,Toyota,Bangalore,1100599
1248,2020 Honda City V MT PETROL,MANUAL,14829,Petrol,1st Owner,KA-01-x-xxxx,19682,1101149,2020,Honda,Bangalore,1048099
1249,2018 Honda City V MT PETROL,MANUAL,50426,Petrol,2nd Owner,TN-18-x-xxxx,15987,851299,2018,Honda,Chennai,851299
1250,2022 Tata ALTROZ XE 1.2,MANUAL,269,Petrol,1st Owner,TN-10-x-xxxx,13363,688499,2022,Tata,Chennai,683499
1251,2020 KIA SONET GTX + 1.0 IMT,Manual,20512,Petrol,1st Owner,KA-05-x-xxxx,23774,1270999,2020,KIA,Bangalore,1265999
1252,2014 Volkswagen Vento HIGHLINE PETROL,MANUAL,83207,Petrol,2nd Owner,MH-02,8452,437299,2014,Volkswagen,Mumbai,432299
1253,2014 Honda City SV MT PETROL,MANUAL,20770,Petrol,2nd Owner,DL-3C,11077,605299,2014,Honda,New Delhi,566599
1254,2016 Mahindra Kuv100 K8 5 STR,MANUAL,28442,Petrol,1st Owner,MP-04,9216,471399,2016,Mahindra,Indore,471399
1255,2018 Maruti Swift ZXI AMT,AUTOMATIC,42702,Petrol,2nd Owner,GJ-27,12029,630899,2018,Maruti,Ahmedabad,615299
1256,2020 KIA SONET GTX PLUS DCT 1.0,Manual,11846,Petrol,1st Owner,MH-27,25438,1406699,2020,KIA,Mumbai,1354599
1257,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,14168,Petrol,1st Owner,MH-04,11888,640399,2019,Honda,Mumbai,608099
1258,2018 Tata NEXON XZA+ 1.5,AUTOMATIC,69955,Diesel,1st Owner,HR-51,14426,737899,2018,Tata,New Delhi,737899
1259,2019 Maruti Swift ZXI+,MANUAL,81927,Petrol,1st Owner,TN-05-x-xxxx,13558,710299,2019,Maruti,Chennai,693499
